Domicile,First year marker,Level of study,Mode of study,Country of HE provider,Academic Year,Number
Total Non-UK,All,All postgraduate,Full-time,Northern Ireland,2017/18,1955
Total Non-UK,All,All postgraduate,Full-time,Northern Ireland,2018/19,2010
Total Non-UK,All,All postgraduate,Full-time,Scotland,2014/15,20120
Total Non-UK,All,All postgraduate,Full-time,Scotland,2015/16,20710
Total Non-UK,All,All postgraduate,Full-time,Scotland,2016/17,21060
Total Non-UK,All,All postgraduate,Full-time,Scotland,2017/18,22280
Total Non-UK,All,All postgraduate,Full-time,Scotland,2018/19,24810
Total Non-UK,All,All postgraduate,Full-time,Wales,2014/15,9620
Total Non-UK,All,All postgraduate,Full-time,Wales,2015/16,7895
Total Non-UK,All,All postgraduate,Full-time,Wales,2016/17,6915
Total Non-UK,All,All postgraduate,Full-time,Wales,2017/18,7030
Total Non-UK,All,All postgraduate,Full-time,Wales,2018/19,7480
Total Non-UK,All,All postgraduate,Part-time,All,2014/15,27480
Total Non-UK,All,All postgraduate,Part-time,All,2015/16,25510
Total Non-UK,All,All postgraduate,Part-time,All,2016/17,24145
Total Non-UK,All,All postgraduate,Part-time,All,2017/18,22445
Total Non-UK,All,All postgraduate,Part-time,All,2018/19,22915
Total Non-UK,All,All postgraduate,Part-time,England,2014/15,21935
Total Non-UK,All,All postgraduate,Part-time,England,2015/16,20645
Total Non-UK,All,All postgraduate,Part-time,England,2016/17,19380
Total Non-UK,All,All postgraduate,Part-time,England,2017/18,18010
Total Non-UK,All,All postgraduate,Part-time,England,2018/19,18550
Total Non-UK,All,All postgraduate,Part-time,Northern Ireland,2014/15,815
Total Non-UK,All,All postgraduate,Part-time,Northern Ireland,2015/16,825
Total Non-UK,All,All postgraduate,Part-time,Northern Ireland,2016/17,875
Total Non-UK,All,All postgraduate,Part-time,Northern Ireland,2017/18,790
Total Non-UK,All,All postgraduate,Part-time,Northern Ireland,2018/19,1000
Total Non-UK,All,All postgraduate,Part-time,Scotland,2014/15,2735
Total Non-UK,All,All postgraduate,Part-time,Scotland,2015/16,2515
Total Non-UK,All,All postgraduate,Part-time,Scotland,2016/17,2625
Total Non-UK,All,All postgraduate,Part-time,Scotland,2017/18,2560
Total Non-UK,All,All postgraduate,Part-time,Scotland,2018/19,2585
Total Non-UK,All,All postgraduate,Part-time,Wales,2014/15,2000
Total Non-UK,All,All postgraduate,Part-time,Wales,2015/16,1530
Total Non-UK,All,All postgraduate,Part-time,Wales,2016/17,1265
Total Non-UK,All,All postgraduate,Part-time,Wales,2017/18,1090
Total Non-UK,All,All postgraduate,Part-time,Wales,2018/19,775
Total Non-UK,First year,All postgraduate,All,All,2014/15,132635
Total Non-UK,First year,All postgraduate,All,All,2015/16,130740
Total Non-UK,First year,All postgraduate,All,All,2016/17,133315
Total Non-UK,First year,All postgraduate,All,All,2017/18,143130
Total Non-UK,First year,All postgraduate,All,All,2018/19,156090
Total Non-UK,First year,All postgraduate,All,England,2014/15,109595
Total Non-UK,First year,All postgraduate,All,England,2015/16,108840
Total Non-UK,First year,All postgraduate,All,England,2016/17,110620
Total Non-UK,First year,All postgraduate,All,England,2017/18,118895
Total Non-UK,First year,All postgraduate,All,England,2018/19,129195
Total Non-UK,First year,All postgraduate,All,Northern Ireland,2014/15,1190
Total Non-UK,First year,All postgraduate,All,Northern Ireland,2015/16,1240
Total Non-UK,First year,All postgraduate,All,Northern Ireland,2016/17,1340
Total Non-UK,First year,All postgraduate,All,Northern Ireland,2017/18,1555
Total Non-UK,First year,All postgraduate,All,Northern Ireland,2018/19,1870
Total Non-UK,First year,All postgraduate,All,Scotland,2014/15,15090
Total Non-UK,First year,All postgraduate,All,Scotland,2015/16,15205
Total Non-UK,First year,All postgraduate,All,Scotland,2016/17,16145
Total Non-UK,First year,All postgraduate,All,Scotland,2017/18,17355
Total Non-UK,First year,All postgraduate,All,Scotland,2018/19,19265
Total Non-UK,First year,All postgraduate,All,Wales,2014/15,6755
Total Non-UK,First year,All postgraduate,All,Wales,2015/16,5455
Total Non-UK,First year,All postgraduate,All,Wales,2016/17,5205
Total Non-UK,First year,All postgraduate,All,Wales,2017/18,5325
Total Non-UK,First year,All postgraduate,All,Wales,2018/19,5760
Total Non-UK,First year,All postgraduate,Full-time,All,2014/15,123235
Total Non-UK,First year,All postgraduate,Full-time,All,2015/16,122260
Total Non-UK,First year,All postgraduate,Full-time,All,2016/17,124365
Total Non-UK,First year,All postgraduate,Full-time,All,2017/18,134770
Total Non-UK,First year,All postgraduate,Full-time,All,2018/19,147290
Total Non-UK,First year,All postgraduate,Full-time,England,2014/15,102665
Total Non-UK,First year,All postgraduate,Full-time,England,2015/16,102205
Total Non-UK,First year,All postgraduate,Full-time,England,2016/17,103555
Total Non-UK,First year,All postgraduate,Full-time,England,2017/18,112345
Total Non-UK,First year,All postgraduate,Full-time,England,2018/19,122300
Total Non-UK,First year,All postgraduate,Full-time,Northern Ireland,2014/15,875
Total Non-UK,First year,All postgraduate,Full-time,Northern Ireland,2015/16,910
Total Non-UK,First year,All postgraduate,Full-time,Northern Ireland,2016/17,985
Total Non-UK,First year,All postgraduate,Full-time,Northern Ireland,2017/18,1265
Total Non-UK,First year,All postgraduate,Full-time,Northern Ireland,2018/19,1415
Total Non-UK,First year,All postgraduate,Full-time,Scotland,2014/15,14015
Total Non-UK,First year,All postgraduate,Full-time,Scotland,2015/16,14305
Total Non-UK,First year,All postgraduate,Full-time,Scotland,2016/17,15075
Total Non-UK,First year,All postgraduate,Full-time,Scotland,2017/18,16245
Total Non-UK,First year,All postgraduate,Full-time,Scotland,2018/19,18135
Total Non-UK,First year,All postgraduate,Full-time,Wales,2014/15,5675
Total Non-UK,First year,All postgraduate,Full-time,Wales,2015/16,4840
Total Non-UK,First year,All postgraduate,Full-time,Wales,2016/17,4745
Total Non-UK,First year,All postgraduate,Full-time,Wales,2017/18,4910
Total Non-UK,First year,All postgraduate,Full-time,Wales,2018/19,5435
Total Non-UK,First year,All postgraduate,Part-time,All,2014/15,9395
Total Non-UK,First year,All postgraduate,Part-time,All,2015/16,8485
Total Non-UK,First year,All postgraduate,Part-time,All,2016/17,8950
Total Non-UK,First year,All postgraduate,Part-time,All,2017/18,8360
Total Non-UK,First year,All postgraduate,Part-time,All,2018/19,8800
Total Non-UK,First year,All postgraduate,Part-time,England,2014/15,6930
Total Non-UK,First year,All postgraduate,Part-time,England,2015/16,6635
Total Non-UK,First year,All postgraduate,Part-time,England,2016/17,7065
Total Non-UK,First year,All postgraduate,Part-time,England,2017/18,6550
Total Non-UK,First year,All postgraduate,Part-time,England,2018/19,6895
Total Non-UK,First year,All postgraduate,Part-time,Northern Ireland,2014/15,315
Total Non-UK,First year,All postgraduate,Part-time,Northern Ireland,2015/16,330
Total Non-UK,First year,All postgraduate,Part-time,Northern Ireland,2016/17,355
Total Non-UK,First year,All postgraduate,Part-time,Northern Ireland,2017/18,290
Total Non-UK,First year,All postgraduate,Part-time,Northern Ireland,2018/19,455
Total Non-UK,First year,All postgraduate,Part-time,Scotland,2014/15,1070
Total Non-UK,First year,All postgraduate,Part-time,Scotland,2015/16,900
Total Non-UK,First year,All postgraduate,Part-time,Scotland,2016/17,1075
Total Non-UK,First year,All postgraduate,Part-time,Scotland,2017/18,1110
Total Non-UK,First year,All postgraduate,Part-time,Scotland,2018/19,1130
Total Non-UK,First year,All postgraduate,Part-time,Wales,2014/15,1080
Total Non-UK,First year,All postgraduate,Part-time,Wales,2015/16,620
Total Non-UK,First year,All postgraduate,Part-time,Wales,2016/17,460
Total Non-UK,First year,All postgraduate,Part-time,Wales,2017/18,410
Total Non-UK,First year,All postgraduate,Part-time,Wales,2018/19,325
Total Non-UK,Other years,All postgraduate,All,All,2014/15,71860
Total Non-UK,Other years,All postgraduate,All,All,2015/16,67585
Total Non-UK,Other years,All postgraduate,All,All,2016/17,62240
Total Non-UK,Other years,All postgraduate,All,All,2017/18,59660
Total Non-UK,Other years,All postgraduate,All,All,2018/19,61165
Total Non-UK,Other years,All postgraduate,All,England,2014/15,57985
Total Non-UK,Other years,All postgraduate,All,England,2015/16,54460
Total Non-UK,Other years,All postgraduate,All,England,2016/17,50500
Total Non-UK,Other years,All postgraduate,All,England,2017/18,48185
Total Non-UK,Other years,All postgraduate,All,England,2018/19,49395
Total Non-UK,Other years,All postgraduate,All,Northern Ireland,2014/15,1255
Total Non-UK,Other years,All postgraduate,All,Northern Ireland,2015/16,1135
Total Non-UK,Other years,All postgraduate,All,Northern Ireland,2016/17,1225
Total Non-UK,Other years,All postgraduate,All,Northern Ireland,2017/18,1190
Total Non-UK,Other years,All postgraduate,All,Northern Ireland,2018/19,1140
Total Non-UK,Other years,All postgraduate,All,Scotland,2014/15,7765
Total Non-UK,Other years,All postgraduate,All,Scotland,2015/16,8020
Total Non-UK,Other years,All postgraduate,All,Scotland,2016/17,7540
Total Non-UK,Other years,All postgraduate,All,Scotland,2017/18,7485
Total Non-UK,Other years,All postgraduate,All,Scotland,2018/19,8130
Total Non-UK,Other years,All postgraduate,All,Wales,2014/15,4860
Total Non-UK,Other years,All postgraduate,All,Wales,2015/16,3970
Total Non-UK,Other years,All postgraduate,All,Wales,2016/17,2975
Total Non-UK,Other years,All postgraduate,All,Wales,2017/18,2800
Total Non-UK,Other years,All postgraduate,All,Wales,2018/19,2500
Total Non-UK,Other years,All postgraduate,Full-time,All,2014/15,53775
Total Non-UK,Other years,All postgraduate,Full-time,All,2015/16,50555
Total Non-UK,Other years,All postgraduate,Full-time,All,2016/17,47045
Total Non-UK,Other years,All postgraduate,Full-time,All,2017/18,45570
Total Non-UK,Other years,All postgraduate,Full-time,All,2018/19,47050
Total Non-UK,Other years,All postgraduate,Full-time,England,2014/15,42980
Total Non-UK,Other years,All postgraduate,Full-time,England,2015/16,40450
Total Non-UK,Other years,All postgraduate,Full-time,England,2016/17,38185
Total Non-UK,Other years,All postgraduate,Full-time,England,2017/18,36725
Total Non-UK,Other years,All postgraduate,Full-time,England,2018/19,37740
Total Non-UK,Other years,All postgraduate,Full-time,Northern Ireland,2014/15,755
Total Non-UK,Other years,All postgraduate,Full-time,Northern Ireland,2015/16,640
Total Non-UK,Other years,All postgraduate,Full-time,Northern Ireland,2016/17,705
Total Non-UK,Other years,All postgraduate,Full-time,Northern Ireland,2017/18,690
Total Non-UK,Other years,All postgraduate,Full-time,Northern Ireland,2018/19,595
Total Non-UK,Other years,All postgraduate,Full-time,Scotland,2014/15,6100
Total Non-UK,Other years,All postgraduate,Full-time,Scotland,2015/16,6405
Total Non-UK,Other years,All postgraduate,Full-time,Scotland,2016/17,5985
Total Non-UK,Other years,All postgraduate,Full-time,Scotland,2017/18,6035
Total Non-UK,Other years,All postgraduate,Full-time,Scotland,2018/19,6675
Total Non-UK,Other years,All postgraduate,Full-time,Wales,2014/15,3940
Total Non-UK,Other years,All postgraduate,Full-time,Wales,2015/16,3055
Total Non-UK,Other years,All postgraduate,Full-time,Wales,2016/17,2170
Total Non-UK,Other years,All postgraduate,Full-time,Wales,2017/18,2120
Total Non-UK,Other years,All postgraduate,Full-time,Wales,2018/19,2045
Total Non-UK,Other years,All postgraduate,Part-time,All,2014/15,18085
Total Non-UK,Other years,All postgraduate,Part-time,All,2015/16,17030
Total Non-UK,Other years,All postgraduate,Part-time,All,2016/17,15195
Total Non-UK,Other years,All postgraduate,Part-time,All,2017/18,14090
Total Non-UK,Other years,All postgraduate,Part-time,All,2018/19,14115
Total Non-UK,Other years,All postgraduate,Part-time,England,2014/15,15005
Total Non-UK,Other years,All postgraduate,Part-time,England,2015/16,14010
Total Non-UK,Other years,All postgraduate,Part-time,England,2016/17,12315
Total Non-UK,Other years,All postgraduate,Part-time,England,2017/18,11460
Total Non-UK,Other years,All postgraduate,Part-time,England,2018/19,11655
Total Non-UK,Other years,All postgraduate,Part-time,Northern Ireland,2014/15,500
Total Non-UK,Other years,All postgraduate,Part-time,Northern Ireland,2015/16,495
Total Non-UK,Other years,All postgraduate,Part-time,Northern Ireland,2016/17,520
Total Non-UK,Other years,All postgraduate,Part-time,Northern Ireland,2017/18,500
Total Non-UK,Other years,All postgraduate,Part-time,Northern Ireland,2018/19,545
Total Non-UK,Other years,All postgraduate,Part-time,Scotland,2014/15,1660
Total Non-UK,Other years,All postgraduate,Part-time,Scotland,2015/16,1615
Total Non-UK,Other years,All postgraduate,Part-time,Scotland,2016/17,1550
Total Non-UK,Other years,All postgraduate,Part-time,Scotland,2017/18,1445
Total Non-UK,Other years,All postgraduate,Part-time,Scotland,2018/19,1455
Total Non-UK,Other years,All postgraduate,Part-time,Wales,2014/15,920
Total Non-UK,Other years,All postgraduate,Part-time,Wales,2015/16,910
Total Non-UK,Other years,All postgraduate,Part-time,Wales,2016/17,805
Total Non-UK,Other years,All postgraduate,Part-time,Wales,2017/18,680
Total Non-UK,Other years,All postgraduate,Part-time,Wales,2018/19,455
Total Non-UK,All,First degree,All,All,2014/15,212800
Total Non-UK,All,First degree,All,All,2015/16,221105
Total Non-UK,All,First degree,All,All,2016/17,230310
Total Non-UK,All,First degree,All,All,2017/18,239230
Total Non-UK,All,First degree,All,All,2018/19,251525
Total Non-UK,All,First degree,All,England,2014/15,175255
Total Non-UK,All,First degree,All,England,2015/16,182925
Total Non-UK,All,First degree,All,England,2016/17,191155
Total Non-UK,All,First degree,All,England,2017/18,199415
Total Non-UK,All,First degree,All,England,2018/19,211080
Total Non-UK,All,First degree,All,Northern Ireland,2014/15,2500
Total Non-UK,All,First degree,All,Northern Ireland,2015/16,2245
Total Non-UK,All,First degree,All,Northern Ireland,2016/17,2270
Total Non-UK,All,First degree,All,Northern Ireland,2017/18,2295
Total Non-UK,All,First degree,All,Northern Ireland,2018/19,2450
Total Non-UK,All,First degree,All,Scotland,2014/15,24615
Total Non-UK,All,First degree,All,Scotland,2015/16,25190
Total Non-UK,All,First degree,All,Scotland,2016/17,26220
Total Non-UK,All,First degree,All,Scotland,2017/18,26940
Total Non-UK,All,First degree,All,Scotland,2018/19,28015
Total Non-UK,All,First degree,All,Wales,2014/15,10430
Total Non-UK,All,First degree,All,Wales,2015/16,10740
Total Non-UK,All,First degree,All,Wales,2016/17,10665
Total Non-UK,All,First degree,All,Wales,2017/18,10580
Total Non-UK,All,First degree,All,Wales,2018/19,9980
Total Non-UK,All,First degree,Full-time,All,2014/15,206880
Total Non-UK,All,First degree,Full-time,All,2015/16,215985
Total Non-UK,All,First degree,Full-time,All,2016/17,225580
Total Non-UK,All,First degree,Full-time,All,2017/18,234615
Total Non-UK,All,First degree,Full-time,All,2018/19,246875
Total Non-UK,All,First degree,Full-time,England,2014/15,170115
Total Non-UK,All,First degree,Full-time,England,2015/16,178530
Total Non-UK,All,First degree,Full-time,England,2016/17,187180
Total Non-UK,All,First degree,Full-time,England,2017/18,195555
Total Non-UK,All,First degree,Full-time,England,2018/19,207155
Total Non-UK,All,First degree,Full-time,Northern Ireland,2014/15,2340
Total Non-UK,All,First degree,Full-time,Northern Ireland,2015/16,2095
Total Non-UK,All,First degree,Full-time,Northern Ireland,2016/17,2130
Total Non-UK,All,First degree,Full-time,Northern Ireland,2017/18,2140
Total Non-UK,All,First degree,Full-time,Northern Ireland,2018/19,2300
Total Non-UK,All,First degree,Full-time,Scotland,2014/15,24125
Total Non-UK,All,First degree,Full-time,Scotland,2015/16,24740
Total Non-UK,All,First degree,Full-time,Scotland,2016/17,25745
Total Non-UK,All,First degree,Full-time,Scotland,2017/18,26525
